name,docking score,label,split
ZINC11293270_97,-6.609,0,train
ZINC09382675_4818,-4.325,0,train
ZINC13124156_2170,-5.191,0,train
ZINC16572409_3967,-4.647,0,train
ZINC36050679_5656,-3.297,0,train
ZINC14031773_3521,-6.272,0,train
ZINC08566471_5068,-3.139,0,train
ZINC64843419_5979,-5.034,0,train
ZINC20549106_4772,-5.793,0,train
ZINC00669049_4261,-6.053,0,train
ZINC44785405_1690,-5.409,0,train
ZINC59384959_3648,-4.971,0,train
ZINC22534051_2308,-6.043,0,train
ZINC45579301_91,-3.583,0,train
ZINC38636922_2201,-4.566,0,train
ZINC66118970_6224,-4.811,0,train
ZINC25922484_4383,-5.651,0,train
ZINC06292347_3560,-8.33,0,train
ZINC39673277_3077,-4.08,0,train
ZINC31043992_4838,-4.839,0,train
ZINC09064654_53,-3.244,0,train
ZINC09010261_3409,-5.688,0,train
ZINC35867013_5599,-6.016,0,train
ZINC15947410_2217,-7.085,0,train
ZINC49165175_1646,-6.127,0,train
ZINC39469600_777,-2.942,0,train
ZINC40302529_3585,-5.348,0,train
ZINC01035457_3561,-6.748,0,train
ZINC39652835_3671,-5.467,0,train
ZINC03226725_3402,-6.768,0,train
ZINC13572280_4603,-5.158,0,train
ZINC15902305_2454,-2.752,0,train
ZINC28198341_2629,-6.047,0,train
ZINC65924952_1821,-5.536,0,train
ZINC33069412_2313,-5.016,0,train
ZINC38885675_366,-2.611,0,train
ZINC15946859_1218,-5.536,0,train
ZINC20106914_679,-4.554,0,train
ZINC35300773_4497,-5.198,0,train
ZINC13685014_5034,-3.992,0,train
ZINC34681347_166,-6.518,0,train
ZINC26961100_4277,-5.213,0,train
ZINC65638441_6222,-6.283,0,train
ZINC27662601_2311,-5.077,0,train
ZINC57619999_1764,-5.736,0,train
ZINC12767545_4225,-2.882,0,train
ZINC47827105_3782,-5.637,0,train
ZINC44813699_187,-6.235,0,train
ZINC36050191_5655,-3.445,0,train
ZINC12105025_823,-6.469,0,train
ZINC31776101_6066,-5.642,0,train
ZINC12515016_4824,-4.666,0,train
ZINC19104012_1524,-5.816,0,train
ZINC08873459_2653,-5.924,0,train
ZINC38547398_122,-3.812,0,train
ZINC39836473_5311,-4.844,0,train
ZINC09295313_56,-6.173,0,train
ZINC02475887_2072,-5.866,0,train
ZINC36648069_1103,-5.022,0,train
ZINC22707748_4558,-5.332,0,train
ZINC35897646_2625,-5.73,0,train
ZINC50309726_4746,-5.321,0,train
ZINC37205715_1834,-4.714,0,train
ZINC10042285_3153,-6.093,0,train
ZINC38546313_6047,-3.328,0,train
ZINC36882916_1888,-5.276,0,train
ZINC40717757_1743,-6.337,0,train
ZINC26458636_5088,-5.98,0,train
ZINC41006712_3631,-4.429,0,train
ZINC21020606_1884,-3.773,0,train
ZINC62825495_2635,-4.429,0,train
ZINC38684900_847,-5.325,0,train
ZINC39665262_638,-4.586,0,train
ZINC38659974_845,-5.054,0,train
ZINC67067101_1509,-4.901,0,train
ZINC19353459_2099,-6.071,0,train
ZINC02103053_4869,-6.05,0,train
ZINC39684892_1294,-5.385,0,train
ZINC35668297_5646,-5.508,0,train
ZINC33795936_978,-5.064,0,train
ZINC17098090_2610,-6.661,0,train
ZINC39656844_377,-5.119,0,train
ZINC39637454_783,-5.473,0,train
ZINC65074652_203,-3.841,0,train
ZINC09088216_715,-2.965,0,train
ZINC21113002_3313,-5.358,0,train
ZINC14667004_2960,-4.013,0,train
ZINC36694750_1442,-6.699,0,train
ZINC09789065_60,-5.384,0,train
ZINC40157753_5164,-4.888,0,train
CHEMBL438566_19,-11.711,1,train
ZINC13432980_4268,-5.802,0,train
ZINC40288104_100,-5.855,0,train
ZINC13184333_3297,-3.722,0,train
ZINC59640560_1391,-7.274,0,train
CHEMBL486828_86,-11.522,1,train
ZINC38966347_809,-4.087,0,train
ZINC44590379_5614,-4.497,0,train
ZINC39636103_782,-4.447,0,train
ZINC41644352_2516,-5.675,0,train
ZINC39578198_5057,-5.644,0,train
ZINC63472725_1257,-3.632,0,train
ZINC09505412_2947,-6.218,0,train
ZINC39696162_3696,-4.982,0,train
ZINC40321281_951,-4.967,0,train
ZINC03522810_410,-5.727,0,train
ZINC52308422_1604,-5.843,0,train
ZINC16675637_1309,-5.836,0,train
ZINC13396353_527,-4.943,0,train
ZINC12530378_5006,-5.516,0,train
ZINC12401682_4372,-3.946,0,train
ZINC60614809_1496,-7.302,0,train
ZINC12715061_3131,-2.979,0,train
ZINC29370934_1183,-6.534,0,train
ZINC35724680_3542,-5.694,0,train
ZINC28368296_5851,-6.623,0,train
ZINC53103429_1656,-5.091,0,train
ZINC59421778_5620,-6.098,0,train
ZINC40723738_1842,-4.796,0,train
ZINC16573745_4483,-5.031,0,train
ZINC40329503_1742,-6.645,0,train
ZINC56207217_4599,-4.249,0,train
CHEMBL488783_92,-11.33,1,train
ZINC49853174_3894,-4.73,0,train
ZINC09142115_3562,-3.313,0,train
ZINC20723365_307,-4.982,0,train
ZINC63573607_808,-7.331,0,train
ZINC40095108_5915,-4.766,0,train
ZINC26062032_3730,-4.969,0,train
CHEMBL378347_7,-9.971,1,train
ZINC39665178_2204,-4.658,0,train
ZINC06507101_1554,-4.043,0,train
ZINC20158968_2357,-6.456,0,train
ZINC21812628_1668,-6.689,0,train
ZINC40921717_5612,-2.893,0,train
ZINC09970047_4645,-5.096,0,train
ZINC02151697_2772,-6.012,0,train
ZINC09472353_466,-4.91,0,train
ZINC36690277_1092,-2.182,0,train
ZINC20495152_6029,-4.782,0,train
ZINC04964122_4107,-4.007,0,train
ZINC13260378_5886,-4.596,0,train
ZINC25581091_2364,-4.586,0,train
ZINC43737069_497,-0.807,0,train
ZINC13267785_5629,-3.361,0,train
ZINC39686754_1297,-5.156,0,train
ZINC39688581_3694,-3.811,0,train
ZINC35403761_4339,-3.066,0,train
ZINC20214251_214,-4.713,0,train
ZINC13254624_5818,-6.131,0,train
ZINC11981010_6035,-5.57,0,train
ZINC66856611_1407,-6.47,0,train
ZINC63584604_357,-4.234,0,train
ZINC39327242_3885,-4.261,0,train
ZINC20478621_2017,-4.356,0,train
ZINC09105146_3104,-4.991,0,train
ZINC20477457_5235,-5.406,0,train
ZINC13631650_4269,-5.053,0,train
ZINC10891557_3370,-4.895,0,train
ZINC22856382_5493,-5.852,0,train
ZINC40112207_4648,-4.244,0,train
ZINC63720215_238,-3.695,0,train
ZINC32072164_48,-6.461,0,train
ZINC25247279_2501,-7.435,0,train
ZINC63472945_4097,-3.815,0,train
ZINC09427999_2443,-5.47,0,train
ZINC34923501_5952,-3.448,0,train
ZINC63752908_198,-5.475,0,train
ZINC35374416_3658,-4.816,0,train
ZINC04151687_459,-6.023,0,train
ZINC14644379_3525,-5.57,0,train
ZINC44939122_1052,-4.443,0,train
ZINC64104269_3091,-4.369,0,train
ZINC40877627_5562,-6.917,0,train
ZINC36024594_1146,-3.93,0,train
ZINC09281664_4205,-2.842,0,train
ZINC39595362_778,-3.339,0,train
ZINC14781014_2663,-5.7,0,train
ZINC40288122_3584,-5.111,0,train
ZINC50535150_1487,-4.582,0,train
ZINC06146821_1433,-2.506,0,train
ZINC11979692_843,-3.825,0,train
ZINC34923149_5641,-7.136,0,train
ZINC38611404_2774,-5.868,0,train
ZINC33018421_4543,-6.938,0,train
ZINC09239324_55,-4.155,0,train
ZINC09824682_4525,-6.252,0,train
ZINC28284270_4626,-4.008,0,train
ZINC13598436_2011,-6.181,0,train
ZINC02645362_2996,-3.624,0,train
CHEMBL521051_20,-12.113,1,train
ZINC13342192_5968,-5.64,0,train
ZINC32692419_2973,-5.545,0,train
ZINC32962016_5898,-3.054,0,train
ZINC35593878_5305,-6.239,0,train
ZINC39691004_134,-5.965,0,train
ZINC32961862_5918,-4.681,0,train
ZINC00681693_4409,-2.8,0,train
ZINC63514519_2172,-3.847,0,train
ZINC03111070_1125,-5.2,0,train
ZINC66083190_3040,-5.8,0,train
ZINC36534616_5204,-3.537,0,train
ZINC12973815_3130,-5.888,0,train
ZINC38547709_5104,-2.264,0,train
ZINC09484891_510,-5.527,0,train
ZINC43461221_4733,-7.669,0,train
ZINC09784800_4474,-6.422,0,train
ZINC43407931_4688,-5.748,0,train
ZINC47757657_4590,-6.603,0,train
ZINC35668244_5645,-5.458,0,train
ZINC19594869_6151,-5.898,0,train
ZINC17287336_5528,-4.298,0,train
ZINC16887139_677,-3.796,0,train
ZINC09319047_3915,-3.237,0,train
ZINC20689968_3616,-3.31,0,train
ZINC16567120_4023,-6.641,0,train
ZINC16252507_3378,-4.988,0,train
ZINC14943771_3312,-4.433,0,train
ZINC36602835_4951,-4.833,0,train
ZINC12378763_4387,-6.733,0,train
ZINC14467121_5840,-6.428,0,train
ZINC34923748_5642,-5.19,0,train
ZINC09325703_3363,-6.281,0,train
ZINC39676808_131,-5.236,0,train
ZINC27685238_1533,-4.605,0,train
ZINC39683654_1292,-4.74,0,train
ZINC28387870_3422,-5.031,0,train
ZINC19664914_1525,-8.049,0,train
ZINC39695722_5566,-5.393,0,train
ZINC16572527_3968,-3.774,0,train
ZINC06232740_1163,-3.114,0,train
ZINC50892606_4747,-4.874,0,train
ZINC27517155_5744,-2.258,0,train
ZINC11332716_3295,-5.804,0,train
ZINC13131792_4016,-5.054,0,train
ZINC22925280_1180,-4.605,0,train
ZINC36213576_2725,-4.113,0,train
ZINC20830354_2714,-5.304,0,train
ZINC22017769_2617,-5.614,0,train
ZINC35664229_2917,-5.282,0,train
ZINC26817032_448,-4.301,0,train
ZINC16080235_1171,-5.708,0,train
ZINC38745962_3232,-3.531,0,train
ZINC28286083_3977,-6.643,0,train
ZINC33808853_3996,-3.897,0,train
ZINC09396240_866,-5.706,0,train
ZINC17244900_3264,-4.815,0,train
ZINC13181514_3296,-3.884,0,train
ZINC31637082_3226,-6.093,0,train
ZINC36218362_5507,-5.411,0,train
ZINC64435660_2789,-6.057,0,train
ZINC09300964_7,-5.58,0,train
ZINC15879939_2407,-5.938,0,train
ZINC05800172_1468,-5.348,0,train
ZINC39637232_3669,-4.008,0,train
ZINC11730600_963,-4.443,0,train
ZINC65074622_5020,-4.368,0,train
ZINC14467932_3918,-6.235,0,train
ZINC36413020_3019,-4.851,0,train
ZINC02502491_1481,-6.357,0,train
ZINC38611433_3990,-4.458,0,train
ZINC49509374_4089,-5.793,0,train
ZINC11363177_2445,-5.465,0,train
ZINC63514451_5117,-4.055,0,train
ZINC59960710_6025,-5.01,0,train
CHEMBL519212_55,-11.859,1,train
ZINC00995183_4413,-6.117,0,train
ZINC14991263_1193,-5.002,0,train
ZINC37289433_1629,-6.126,0,train
ZINC36093611_773,-6.69,0,train
ZINC12250455_4935,-4.952,0,train
CHEMBL209486_101,-9.659,1,train
ZINC33255654_4035,-4.056,0,train
ZINC12229327_6186,-5.492,0,train
ZINC43757652_4152,-2.133,0,train
ZINC23456673_4031,-5.665,0,train
ZINC33058379_4546,-4.197,0,train
ZINC02891196_2541,-4.392,0,train
ZINC53049673_6205,-3.832,0,train
ZINC38598010_278,-5.556,0,train
ZINC16007103_723,-3.961,0,train
ZINC02250282_5973,-5.08,0,train
ZINC39636040_781,-5.148,0,train
ZINC35147460_5685,-7.251,0,train
ZINC08310536_258,-5.227,0,train
ZINC39532683_2926,-4.549,0,train
ZINC03427065_2844,-6.79,0,train
ZINC36678185_4682,-5.091,0,train
ZINC40131161_36,-6.065,0,train
ZINC35095088_4550,-4.124,0,train
ZINC39723554_4403,-6.182,0,train
ZINC02309842_260,-6.064,0,train
ZINC12038105_4821,-5.443,0,train
ZINC00718235_5835,-4.156,0,train
ZINC39637234_3670,-4.751,0,train
ZINC09886393_312,-5.504,0,train
ZINC63531064_6073,-5.213,0,train
ZINC42427718_1846,-4.674,0,train
ZINC39684530_1325,-4.034,0,train
ZINC35890752_1133,-5.301,0,train
ZINC36210555_3184,-5.859,0,train
ZINC09059459_2735,-6.3,0,train
ZINC35646529_5751,-4.126,0,train
ZINC13564737_5158,-7.768,0,train
ZINC59919807_4354,-3.338,0,train
ZINC33009242_2365,-6.06,0,train
ZINC63323716_3088,-5.977,0,train
ZINC01252105_962,-4.403,0,train
ZINC09237766_2033,-5.355,0,train
ZINC21000919_431,-4.491,0,train
ZINC04100113_5014,-6.53,0,train
ZINC16017153_5143,-4.861,0,train
ZINC15067906_5231,-3.979,0,train
ZINC09635818_2408,-6.46,0,train
ZINC36818912_2372,-6.002,0,train
ZINC12342071_2344,-6.114,0,train
ZINC39466804_5348,-4.295,0,train
ZINC60775132_1392,-5.739,0,train
ZINC01897584_5772,-4.942,0,train
ZINC33630820_693,-5.296,0,train
CHEMBL453347_53,-11.877,1,train
ZINC35525653_5443,-6.003,0,train
ZINC15859346_1122,-3.558,0,train
ZINC10010863_3000,-2.664,0,train
ZINC08898029_309,-5.807,0,train
ZINC15053817_4300,-4.836,0,train
ZINC13638161_5838,-5.085,0,train
ZINC64820722_5928,-6.151,0,train
ZINC09318450_3914,-4.035,0,train
ZINC20776552_115,-5.117,0,train
ZINC04452908_2670,-4.035,0,train
ZINC59293545_3646,-4.829,0,train
ZINC51097582_1353,-4.361,0,train
ZINC39836469_4145,-4.91,0,train
ZINC61888210_1612,-5.537,0,train
ZINC39485918_125,-5.126,0,train
ZINC04236779_4919,-2.748,0,train
ZINC27569784_2272,-4.733,0,train
ZINC50305444_4745,-7.513,0,train
ZINC39686562_5460,-5.077,0,train
ZINC01159664_2401,-3.998,0,train
ZINC07041666_1879,-4.91,0,train
ZINC35056780_3387,-6.416,0,train
ZINC35863275_5693,-5.939,0,train
ZINC14668604_2861,-3.65,0,train
ZINC04153187_3853,-4.418,0,train
ZINC66385436_1402,-4.454,0,train
ZINC67322466_2843,-5.153,0,train
ZINC03012106_2326,-5.972,0,train
ZINC66815062_1508,-5.375,0,train
ZINC05149619_4593,-4.3,0,train
ZINC64375482_5019,-5.426,0,train
ZINC13124139_603,-5.834,0,train
ZINC60344421_602,-5.31,0,train
ZINC12497866_1070,-3.967,0,train
ZINC25613576_3420,-5.826,0,train
ZINC36293381_2771,-7.738,0,train
ZINC30978802_729,-5.054,0,train
ZINC10353145_5026,-5.681,0,train
CHEMBL469822_120,-7.657,1,train
ZINC00985863_4506,-3.3,0,train
ZINC63571860_1151,-3.706,0,train
ZINC12533041_711,-4.554,0,train
ZINC00888344_5729,-3.614,0,train
ZINC08984482_4418,-6.456,0,train
ZINC39674206_5548,-5.648,0,train
ZINC44784440_1851,-5.668,0,train
CHEMBL257857_41,-10.675,1,train
ZINC05010614_4815,-7.848,0,train
ZINC09090245_4311,-4.74,0,train
ZINC08920348_358,-1.762,0,train
ZINC02995015_3404,-5.164,0,train
ZINC40893801_3140,-5.337,0,train
ZINC02661624_3453,-4.874,0,train
ZINC51070949_6169,-7.678,0,train
ZINC00987200_2419,-4.909,0,train
ZINC62361553_1870,-4.506,0,train
ZINC39404340_330,-6.121,0,train
ZINC20744942_6183,-5.431,0,train
ZINC35338193_5998,-7.11,0,train
ZINC09135454_2134,-5.224,0,train
ZINC59849935_2633,-6.32,0,train
ZINC65265899_1313,-5.914,0,train
ZINC39469716_5349,-5.061,0,train
ZINC44731543_1597,-5.117,0,train
ZINC45811942_2214,-6.393,0,train
ZINC25382053_575,-3.876,0,train
ZINC39686701_2161,-4.868,0,train
ZINC27531053_2053,-3.749,0,train
ZINC48289567_748,-6.776,0,train
ZINC15093087_3257,-6.749,0,train
ZINC35842959_4070,-3.037,0,train
ZINC58900646_852,-2.228,0,train
ZINC36073362_5696,-5.924,0,train
ZINC21810410_480,-4.213,0,train
ZINC63376042_506,-5.489,0,train
ZINC00921954_5766,-5.454,0,train
ZINC35056988_536,-2.805,0,train
ZINC32962272_5899,-4.747,0,train
ZINC33780517_5619,-4.061,0,train
ZINC39676577_3080,-5.766,0,train
ZINC03764216_5732,-5.356,0,train
ZINC09236266_4162,-5.287,0,train
ZINC40406545_5314,-5.713,0,train
ZINC36050880_5959,-5.124,0,train
ZINC58376881_2784,-5.264,0,train
ZINC33628107_3127,-5.247,0,train
ZINC39354725_5346,-3.742,0,train
ZINC39560852_742,-3.697,0,train
ZINC00747584_4338,-4.712,0,train
ZINC02242418_5982,-4.357,0,train
ZINC24986445_5530,-4.819,0,train
ZINC38688459_3993,-4.706,0,train
ZINC39466763_5347,-3.642,0,train
ZINC02096283_2397,-4.766,0,train
ZINC40823293_994,-3.374,0,train
ZINC10031288_1117,-6.438,0,train
ZINC08445652_5209,-5.81,0,train
ZINC13466333_44,-5.73,0,train
ZINC38651416_6005,-4.917,0,train
ZINC54940246_229,-4.234,0,train
ZINC10075313_5824,-5.256,0,train
ZINC46621178_3747,-4.525,0,train
ZINC63480170_3090,-3.134,0,train
ZINC50006675_1486,-6.482,0,train
ZINC20665324_938,-4.664,0,train
ZINC08763398_2896,-4.453,0,train
ZINC63625931_909,-5.359,0,train
ZINC12950916_2954,-6.428,0,train
CHEMBL181314_52,-10.697,1,train
ZINC59135278_1001,-5.125,0,train
ZINC35397563_3293,-2.8,0,train
ZINC12923115_109,-5.31,0,train
ZINC39853481_5251,-2.645,0,train
ZINC14021394_4020,-4.233,0,train
ZINC50649459_1651,-5.307,0,train
ZINC14457445_4271,-4.965,0,train
ZINC56899395_1338,-5.491,0,train
ZINC39346845_1637,-7.008,0,train
ZINC59566518_855,-5.972,0,train
ZINC35023493_5800,-3.261,0,train
ZINC59489626_6024,-4.955,0,train
ZINC11695904_5926,-6.564,0,train
ZINC04123007_814,-4.971,0,train
ZINC39767639_3026,-5.323,0,train
ZINC12498311_2951,-5.458,0,train
ZINC67042639_4715,-5.431,0,train
ZINC61692112_1815,-4.627,0,train
ZINC13139372_2331,-6.766,0,train
ZINC22826119_3972,-5.808,0,train
ZINC20571345_2101,-5.847,0,train
ZINC13211872_521,-5.755,0,train
ZINC33249943_1438,-2.71,0,train
ZINC54211480_1339,-3.328,0,train
ZINC67134287_1511,-6.37,0,train
ZINC44016887_4583,-5.6,0,train
ZINC09490678_5286,-4.138,0,train
ZINC30986470_1458,-1.77,0,train
ZINC04222007_4208,-4.2,0,train
ZINC00646959_1019,-5.61,0,train
ZINC39508497_6056,-5.658,0,train
ZINC08451163_4471,-6.2,0,train
ZINC59461865_3551,-6.076,0,train
ZINC59331746_709,-5.212,0,train
ZINC25369725_5895,-4.387,0,train
ZINC03618800_2334,-5.977,0,train
ZINC06239275_3277,-4.726,0,train
ZINC36619904_2627,-4.804,0,train
ZINC32091766_1922,-7.174,0,train
ZINC22190668_22,-5.153,0,train
ZINC43218174_2934,-3.437,0,train
ZINC33106832_2410,-5.028,0,train
ZINC56933984_1387,-5.892,0,train
ZINC45936509_2268,-4.797,0,train
ZINC15864405_2754,-6.109,0,train
ZINC02250282_5974,-4.958,0,train
ZINC20876398_5236,-5.885,0,train
ZINC63361821_5468,-3.671,0,train
ZINC39577343_33,-5.329,0,train
ZINC12533003_2707,-5.849,0,train
ZINC49122876_1600,-4.463,0,train
ZINC02332062_4520,-6.284,0,train
ZINC09155191_1215,-5.007,0,train
ZINC39662568_1281,-5.751,0,train
ZINC32871812_2002,-6.181,0,train
ZINC39694201_901,-5.324,0,train
ZINC56813690_4755,-5.777,0,train
ZINC39683933_6192,-4.571,0,train
ZINC16154818_2811,-4.584,0,train
ZINC39198218_6051,-5.062,0,train
ZINC39462732_1639,-3.595,0,train
ZINC63608940_6075,-4.657,0,train
ZINC20702422_1030,-5.054,0,train
ZINC39768808_3178,-6.799,0,train
ZINC02618592_2994,-5.836,0,train
ZINC43218817_702,-3.997,0,train
ZINC20683208_3169,-6.967,0,train
ZINC35427274_6077,-5.621,0,train
ZINC39685465_1245,-5.637,0,train
ZINC00921957_5767,1.751,0,train
ZINC00622887_3445,-5.181,0,train
ZINC40684222_3942,-5.366,0,train
ZINC45166286_3834,-5.863,0,train
ZINC00685870_52,-6.061,0,train
ZINC09406872_5032,-3.227,0,train
ZINC12616555_930,-2.536,0,train
ZINC63572987_1155,-4.632,0,train
ZINC40415836_185,-6.739,0,train
ZINC42393315_1746,-7.173,0,train
ZINC04211923_3502,-6.41,0,train
ZINC65601176_6219,-4.34,0,train
ZINC40051509_4903,-6.631,0,train
ZINC00825848_5217,-3.832,0,train
ZINC60034001_456,-2.934,0,train
ZINC08919164_3455,-6.034,0,train
ZINC36072010_4639,-3.539,0,train
ZINC09790932_61,-6.093,0,train
ZINC14654148_2859,-6.064,0,train
ZINC32127725_2055,-4.245,0,train
ZINC46815489_2425,-5.794,0,train
ZINC39592228_4956,-5.783,0,train
ZINC22879829_5198,-6.175,0,train
ZINC64531536_5873,-5.553,0,train
ZINC39682573_494,-6.177,0,train
ZINC08918445_3245,-5.749,0,train
ZINC61099044_1659,-5.463,0,train
ZINC09404700_4012,-5.961,0,train
ZINC03096834_2301,-4.106,0,train
ZINC31891318_1670,-7.769,0,train
ZINC36064710_5909,-6.594,0,train
ZINC00714618_2794,-3.469,0,train
ZINC00659929_3807,-5.898,0,train
ZINC39595768_624,-4.997,0,train
ZINC22620731_4065,-4.146,0,train
ZINC30828785_2470,-6.346,0,train
ZINC20876875_5435,-6.66,0,train
ZINC01217095_5579,-4.517,0,train
ZINC13360642_3211,-3.837,0,train
ZINC13466333_45,-6.096,0,train
ZINC09459701_4419,-6.683,0,train
ZINC17045028_968,-6.35,0,train
ZINC64761316_150,-6.191,0,train
ZINC36019575_1041,-4.562,0,train
CHEMBL530112_122,-11.815,1,train
ZINC21595749_4230,-4.261,0,train
ZINC37353046_6147,-7.395,0,train
ZINC09155051_716,-4.387,0,train
CHEMBL520537_108,-11.681,1,train
ZINC20720968_194,-7.34,0,train
ZINC33058476_4492,-5.577,0,train
ZINC50654115_4702,-6.027,0,train
ZINC12490061_4373,-4.822,0,train
ZINC21492520_77,-4.722,0,train
ZINC41415040_1683,-3.51,0,train
ZINC54939202_1335,-5.046,0,train
ZINC66558653_1403,-5.487,0,train
ZINC41067825_1899,-5.337,0,train
ZINC00584773_3865,-4.582,0,train
ZINC33312712_5854,-6.722,0,train
ZINC39253057_5054,-6.308,0,train
ZINC14532681_4274,-6.498,0,train
ZINC35693552_5954,-4.146,0,train
ZINC11394997_1885,-3.706,0,train
ZINC00623048_6028,-5.757,0,train
ZINC20799769_1430,-5.668,0,train
ZINC63503289_1207,-4.884,0,train
ZINC13389882_5891,-3.651,0,train
ZINC57336358_2379,-4.786,0,train
ZINC48340435_1329,-4.809,0,train
ZINC09692227_5380,-3.652,0,train
ZINC35646798_5688,-3.088,0,train
ZINC38656203_5856,-5.743,0,train
ZINC19909371_2354,-4.891,0,train
ZINC00866080_5168,-5.487,0,train
ZINC40735023_3945,-4.968,0,train
ZINC23184529_685,-4.692,0,train
ZINC20478470_3792,-4.295,0,train
ZINC39992136_137,-4.403,0,train
ZINC36073604_4887,-6.406,0,train
ZINC09434016_5230,-4.844,0,train
ZINC12820483_2244,-6.421,0,train
ZINC44785210_1689,-5.184,0,train
ZINC38796911_739,-4.184,0,train
ZINC64435840_2688,-6.45,0,train
ZINC37593614_2122,-2.11,0,train
ZINC63820519_5018,-5.815,0,train
ZINC35685008_2741,-6.602,0,train
ZINC40709637_3442,-5.829,0,train
ZINC41551542_4047,-6.213,0,train
ZINC10246296_3205,-7.046,0,train
ZINC08652381_1727,-5.856,0,train
CHEMBL484808_112,-11.419,1,train
ZINC59452504_3846,-5.773,0,train
ZINC39599589_4077,-6.696,0,train
ZINC39034820_6049,-6.552,0,train
ZINC43657839_4582,-5.477,0,train
ZINC35729066_4500,-5.381,0,train
ZINC09236947_4118,-5.064,0,train
ZINC02595210_2279,-3.349,0,train
ZINC35022863_3736,-4.692,0,train
ZINC61360370_1914,-5.137,0,train
ZINC43640132_3888,-6.779,0,train
ZINC12564597_3512,-6.456,0,train
ZINC37191421_1833,-5.976,0,train
ZINC39558608_2513,-7.423,0,train
ZINC14111086_2131,-6.042,0,train
ZINC29414042_690,-4.373,0,train
ZINC14661903_3165,-5.35,0,train
ZINC39632622_2153,-4.525,0,train
ZINC66733055_3805,-6.3,0,train
ZINC13079358_2592,-5.091,0,train
ZINC39676553_2929,-5.011,0,train
ZINC36219030_5508,-6.233,0,train
ZINC48572242_1655,-6.101,0,train
ZINC20612748_531,-6.705,0,train
ZINC12489263_2950,-5.253,0,train
ZINC67049712_1411,-6.002,0,train
ZINC07256781_1388,-6.567,0,train
ZINC42649485_3779,-5.487,0,train
ZINC09295269_2288,-6.281,0,train
ZINC13352313_5889,-3.831,0,train
ZINC46706313_2124,-4.337,0,train
ZINC22916689_5240,-5.15,0,train
ZINC20923064_5491,-6.819,0,train
ZINC64921750_3294,-4.425,0,train
ZINC13121889_5171,-3.875,0,train
ZINC34923980_5644,-4.713,0,train
ZINC57316268_2126,-6.122,0,train
ZINC13078648_2591,-3.974,0,train
ZINC39652862_3065,-5.267,0,train
ZINC36252660_6144,-7.332,0,train
ZINC36221199_3987,-5.268,0,train
ZINC36218191_945,-5.022,0,train
ZINC35303144_4946,-5.541,0,train
ZINC46914827_3143,-5.822,0,train
ZINC64136861_5321,-6.61,0,train
ZINC15245020_2251,-3.637,0,train
ZINC33821696_5498,-7.864,0,train
ZINC14274079_4174,-5.108,0,train
ZINC35664213_1079,-4.582,0,train
ZINC04279574_3576,-4.103,0,train
ZINC24832981_5042,-7.331,0,train
ZINC23357841_4577,-5.614,0,train
ZINC14740636_4830,-4.654,0,train
ZINC08832438_2337,-5.943,0,train
ZINC13241638_5786,-5.427,0,train
ZINC40377042_1588,-6.492,0,train
ZINC43398798_3887,-6.871,0,train
ZINC06751746_4,-6.49,0,train
ZINC14273349_4529,-5.448,0,train
ZINC12501461_3511,-5.034,0,train
ZINC22456800_2363,-6.474,0,train
ZINC35752367_5049,-5.021,0,train
ZINC59167678_2018,-4.73,0,train
ZINC67524482_1464,-5.292,0,train
ZINC32181015_5996,-4.414,0,train
ZINC49212153_1856,-5.508,0,train
ZINC35004422_3735,-4.265,0,train
ZINC14652776_2957,-4.582,0,train
ZINC14544902_3920,-6.034,0,train
ZINC09113689_2848,-4.516,0,train
ZINC04697941_1369,-4.713,0,train
ZINC39677059_3690,-5.473,0,train
ZINC02245934_3361,-5.282,0,train
ZINC33695519_3979,-2.929,0,train
ZINC20058100_3819,-4.529,0,train
ZINC35383430_5686,-3.498,0,train
ZINC37064377_3581,-4.492,0,train
ZINC50695224_4802,-5.698,0,train
ZINC09309437_4013,-3.559,0,train
ZINC09684902_824,-6.943,0,train
ZINC17157807_2300,-3.865,0,train
ZINC13205930_5934,-4.905,0,train
CHEMBL270866_29,-11.207,1,train
ZINC10149126_4421,-6.005,0,train
ZINC51021860_1704,-6.703,0,train
ZINC01062035_1396,-6.303,0,train
ZINC39946110_3087,-6.547,0,train
ZINC36799233_276,-6.288,0,train
CHEMBL486661_130,-11.42,1,train
ZINC07453286_6184,-5.639,0,train
ZINC08822617_4212,-5.188,0,train
ZINC26786641_4232,-8.61,0,train
ZINC17304830_2713,-6.295,0,train
ZINC27488966_3822,-5.531,0,train
ZINC01343007_3559,-6.21,0,train
ZINC39665956_3070,-5.601,0,train
ZINC23469481_3474,-5.458,0,train
ZINC35863309_5342,-5.01,0,train
ZINC67413689_6231,-5.083,0,train
ZINC47746511_225,-4.923,0,train
CHEMBL471157_132,-11.608,1,train
ZINC36637435_1087,-3.57,0,train
ZINC66678629_4608,-6.037,0,train
ZINC58949987_4756,-3.632,0,train
ZINC35565779_982,-4.702,0,train
ZINC15560659_425,-4.835,0,train
ZINC09464342_4120,-5.521,0,train
ZINC27528334_3976,-3.092,0,train
ZINC39637501_784,-6.091,0,train
ZINC62788338_1919,-4.088,0,train
ZINC06144754_1114,-4.316,0,train
ZINC08965983_2440,-5.519,0,train
ZINC36064999_5809,-3.974,0,train
ZINC39561146_4296,-5.07,0,train
